availablefrom,availableuntil,buildingnumber,categories/0,description,geolocation/0/latitude,geolocation/0/longitude,geolocationentrances/0/latitude,geolocationentrances/0/longitude,id,image/fullurl,image/thumbnail,maxzoomlevel,minzoomlevel,name,openinghours/hasopeninghours,openinghours/opennow,openinghours/unknown,openinghours/weekdays/0/day,openinghours/weekdays/0/fulltext,openinghours/weekdays/0/timestext,openinghours/weekdays/1/day,openinghours/weekdays/1/fulltext,openinghours/weekdays/1/timestext,openinghours/weekdays/2/day,openinghours/weekdays/2/fulltext,openinghours/weekdays/2/timestext,openinghours/weekdays/3/day,openinghours/weekdays/3/fulltext,openinghours/weekdays/3/timestext,openinghours/weekdays/4/day,openinghours/weekdays/4/fulltext,openinghours/weekdays/4/timestext,openinghours/weekdays/5/day,openinghours/weekdays/5/fulltext,openinghours/weekdays/5/timestext,openinghours/weekdays/6/day,openinghours/weekdays/6/fulltext,openinghours/weekdays/6/timestext,openinghours/weekdaytext/0,parent,shortdescription,zoomlimit,openinghours/periods/0/close/day,openinghours/periods/0/close/time,openinghours/periods/0/open/day,openinghours/periods/0/open/time,openinghours/periods/1/close/day,openinghours/periods/1/close/time,openinghours/periods/1/open/day,openinghours/periods/1/open/time,openinghours/periods/2/close/day,openinghours/periods/2/close/time,openinghours/periods/2/open/day,openinghours/periods/2/open/time,openinghours/periods/3/close/day,openinghours/periods/3/close/time,openinghours/periods/3/open/day,openinghours/periods/3/open/time,openinghours/periods/4/close/day,openinghours/periods/4/close/time,openinghours/periods/4/open/day,openinghours/periods/4/open/time,openinghours/weekdaytext/1,openinghours/weekdaytext/2,openinghours/weekdaytext/3,openinghours/weekdaytext/4,openinghours/weekdaytext/5,openinghours/weekdaytext/6,categories/1,openinghours/periods/5/close/day,openinghours/periods/5/close/time,openinghours/periods/5/open/day,openinghours/periods/5/open/time,openinghours/periods/6/close/day,openinghours/periods/6/close/time,openinghours/periods/6/open/day,openinghours/periods/6/open/time,categories/2,area/0/latitude,area/0/longitude,area/1/latitude,area/1/longitude,area/2/latitude,area/2/longitude,area/3/latitude,area/3/longitude,area/4/latitude,area/4/longitude,area/5/latitude,area/5/longitude,area/6/latitude,area/6/longitude,area/7/latitude,area/7/longitude,area/8/latitude,area/8/longitude,area/9/latitude,area/9/longitude,area/10/latitude,area/10/longitude,image,keywords/0,keywords/1,keywords/2,keywords/3,openinghours/periods/7/close/day,openinghours/periods/7/close/time,openinghours/periods/7/open/day,openinghours/periods/7/open/time,openinghours/periods/8/close/day,openinghours/periods/8/close/time,openinghours/periods/8/open/day,openinghours/periods/8/open/time,openinghours/periods/9/close/day,openinghours/periods/9/close/time,openinghours/periods/9/open/day,openinghours/periods/9/open/time
2016-06-03T13:34:37.365Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"'De Trom' is a design by Evert
Strobos. As one of his early works, it is constructed in polyester, a material
he never used again. The flamboyant colour is atypical for his later work as
well. Apart from that, it is a typical Strobos, striking a powerful note in the
landscape: monumental, sober and rhythmic.Â ",52.237623,6.858666,,,poiobject:D4B3B30C115B76FDD5A0D3A99E821CA8,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i51/2b4e3201031060a20043f4e202fe3b0b00ca7a54020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/id1/d1348801031060a20043f4e202fe3b0b00ca7a54020701c1da00da0080.jpg,15,0,"""De Trom""",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"'De Trom' is a design by Evert Strobos. As one of his early works, it is constructed in polyester, a material he never usedâ€¦",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:30:11.763Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"The baseball field is used to play baseball and
softball.",52.246328,6.85122,,,poiobject:890D11F8A0F414E62FE4E180BEE457D0,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i09/0446f30103b65ba200cafaee02fe3b0b00038258020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ieb/fe7d9d0103b65ba200cafaee02fe3b0b00038258020701c1da00da0080.jpg,15,0,Baseball field,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,The baseball field is used to play baseball and softball.,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T18:57:49.012Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"This stiffly formal building
stands in contrast to the intimate patio complex, and is designed for privacy
and the individual. The tower stands alone having little or no connection with
the surrounding nature. In the 1960s, when males and females lived separately
on campus, this flat housed males. It was nicknamed the Hunk Bunker: from there
you could see into the 'Logica's' courtyard - a female residence.Â ",52.244403,6.846242,,,poiobject:6D92E06126E16DC9A5CCB9CFED18A1C7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i6d/e5116a0103db59a200ac881a04fe3b0b0001d374020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i87/903b290103db59a200ac881a04fe3b0b0001d374020701c1da00da0080.jpg,15,0,Woonflatje by Maarten van Wensveen,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"This stiffly formal building stands in contrast to the intimate patio complex, and is designed for privacy and the individual.â€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:55:16.776Z,,,poicategory:4093ABF808190FDB723996EF584A8B4E,,52.239433,6.849713,,,poiobject:4B742A0BBD9241F7D18E35017B9BA4DE,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i40/011c100103de5ba20050057604b13b0b0067dbc2010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie9/a8e2810103de5ba20050057604b13b0b0067dbc2010701c1da00da0080.jpg,15,0,Bus stop UT Main entrance,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:03:44.599Z,,,poicategory:4093ABF808190FDB723996EF584A8B4E,,52.246315,6.8521,,,poiobject:47510F5E141A5B89D12AB35615E6D398,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib8/92e75f0103105da200afc68f04b13b0b00b0f0c2010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iaa/2544820103105da200afc68f04b13b0b00b0f0c2010701c1da00da0080.jpg,15,0,Bus stop UT Reelaan,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:44:58.501Z,,,poicategory:4093ABF808190FDB723996EF584A8B4E,,52.245984,6.853859,,,poiobject:A1EA4C83F287C3FDE95838E1173FBFC6,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i61/2507ea0103b857a2007df47804b13b0b00cef3c7010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i43/74c4930103b857a2007df47804b13b0b00cef3c7010701c1da00da0080.jpg,15,0,Parking Outdoor Swimmingpool,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:39:04.916Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.238287,6.85431,,,poiobject:E367030372503E6EB0C265124CDF0DCC,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib4/10a5bd0103b257a200ac526504b13b0b00ab0dc8010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ief/676d470103b257a200ac526504b13b0b00ab0dc8010701c1da00da0080.jpg,15,0,Parking P0,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:40:59.933Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.239706,6.852797,,,poiobject:569EA1DCF20B677A30E38F02F1F09CF0,http://campusapp.webhare-test.utsp.utwente.nl/.uc/iae/6f5f230103a85ea20065107b04b13b0b00d0b0c8010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8c/965fdf0103a85ea20065107b04b13b0b00d0b0c8010701c1da00da0080.jpg,15,0,Parking Paviljoen Building,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:9FE993D8E0F46C6AA5FA286422CFE2E0,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:53:52.891Z,,,poicategory:7083211C9D71ACF6BBCC159902A687B0,"At 'Calslaan Oud' students
live in four-storey flats. Each floor accommodates one group consisting of
eleven students. Each floor has a balcony, two showers, two washbasins and two
toilets. The rooms are between 11 and 16 m2 in size. An apartment is
located on the upper floor of the flat.",52.241247,6.845467,,,poiobject:8C8E3CEB4A4575FD936B50CE277A2077,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i7b/5057750103855ba200833c4e04fe3b0b000d356e020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i07/221ee40103855ba200833c4e04fe3b0b000d356e020701c1da00da0080.jpg,15,0,Student housing Calslaan Oud,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,At 'Calslaan Oud' students live in four-storey flats. Each floor accommodates one group consisting of eleven students. Eachâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:55:37.731Z,,,poicategory:7083211C9D71ACF6BBCC159902A687B0,"These student accommodations
mainly consist of low-rise buildings and are built around a little square. The
student communities consist of 6 to 17 students. Each room has its own washbasin.
Tenants share a shower and toilet with two other tenants. Some rooms have their
own shower and toilet. The rooms vary in size from 10 to 25 m2.",52.247258,6.848142,,,poiobject:A950BEF9D8D0C97967A61719B4941C07,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i2a/2ee90f01038c58a200fb9a4d04fe3b0b00c6c96e020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i32/a8487e01038c58a200fb9a4d04fe3b0b00c6c96e020701c1da00da0080.jpg,15,0,Student housing Matenweg Patio,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,These student accommodations mainly consist of low-rise buildings and are built around a little square. The student communitiesâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T18:47:44.085Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"The work of sculptress and
designer Marijke de Goey is rooted in the Dutch tradition of geometric clarity.
The primary shapes she uses are straight and curved lines, as well as rectangles.
De Goey designs art objects for public spaces, but also makes jewellery. 'Tango
Dancers' was constructed for another courtyard on the campus, but had to move. Here they dance on, in
De Goey's favourite blue.Â ",52.244547,6.851585,,,poiobject:58CAD2AAD9E2B838A97C61BBAD6960F4,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i51/18c31b01030f5da200ad430304fe3b0b00fa6a6f020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i3e/35eb5601030f5da200ad430304fe3b0b00fa6a6f020701c1da00da0080.jpg,15,0,Tango Dancers,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,The work of sculptress and designer Marijke de Goey is rooted in the Dutch tradition of geometric clarity. The primary shapesâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:31:15.035Z,,,poicategory:9633E0C77CE5E08A89D02D1349309115,"ThermoPlastic Composite
Research Center (TPRC) is a collaboration project between industrial parties
(Boeing, TenCate, Stork Fokker) and the University of Twente. This research centre
carries out research into thermoplastic composites. These lightweight materials
are increasingly being put to use in the aviation and automotive industries.
The laboratory of TPRC is located on the premises of the University of Twente. More information: www.tprc.nl.",52.23836,6.844482,,,poiobject:FF25EECBFA9BAA08ECF431DCBC2261B4,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i34/452b7d0103215ba200a3743b04fe3b0b00bf2e71020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic0/8cd12e0103215ba200a3743b04fe3b0b00bf2e71020701c1da00da0080.jpg,15,0,ThermoPlastic Composite Research Center,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"ThermoPlastic Composite Research Center (TPRC) is a collaboration project between industrial parties (Boeing, TenCate, Storkâ€¦",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T19:58:24.559Z,,,poicategory:7083211C9D71ACF6BBCC159902A687B0,"At 'Campuslaan Laag' students
live in two-storey flats. One group is formed by fourteen tenants, sharing
three showers, four washbasins and two toilets. The rooms measure from 14 to 17
m2. All groups have their own balcony and, in addition, they share a
terrace with two other groups.",52.246213,6.849144,,,poiobject:1CBBFECEA34D945AE4312C5F501ADFB7,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i0a/ccfb6a0103a058a20057164204fe3b0b004caa6e020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i00/e8997d0103a058a20057164204fe3b0b004caa6e020701c1da00da0080.jpg,15,0,Student housing Campuslaan Laag,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"At 'Campuslaan Laag' students live in two-storey flats. One group is formed by fourteen tenants, sharing three showers, fourâ€¦",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T15:48:17.125Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"American artist Andrea Blum
created this work especially for the University of Twente. 'Information Plaza'
consists of two overlapping squares, and is intended to serve as a meeting
point. It also serves as a central information point, with a rolling display
that shows the news headlines. Its placement creates a central passage for both
cyclists and pedestrians.Â ",52.242905,6.852754,,,poiobject:787393F0B99DFA3C2520A3FD375FB48B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie2/060b660103ba5ca20013156f03fe3b0b008dd166020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i34/7e33cd0103ba5ca20013156f03fe3b0b008dd166020701c1da00da0080.jpg,15,0,Information Plaza by Andrea Blum,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,American artist Andrea Blum created this work especially for the University of Twente. 'Information Plaza' consists of twoâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-06T13:33:26.735Z,,,poicategory:ED5340BB14A2F25B367A91BB38668C26,"Next to the building 'Sky' you'll
find the high outdoor climbing wall and low boulder wall. You can use the high
climbing wall under the guidance of a qualified instructor. The boulder wall is
freely accessible.

Â 

<b>Heights</b>

Boulder wall: 5
metresÂ 

Climbing wall:
28 metresÂ ",52.243455,6.850955,,,poiobject:31558C6A2B74B41FD730260CBAB1F576,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i48/9477110103ab5ba2003680e302fe3b0b00833f69020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i21/76f8470103ab5ba2003680e302fe3b0b00833f69020701c1da00da0080.jpg,15,0,Outdoor Climbing Wall,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,Next to the building 'Sky' you'll find the high outdoor climbing wall and low boulder wall. You can use the high climbing wallâ€¦,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T20:44:05.184Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.243404,6.854557,,,poiobject:D7767B7F0E88E8F7B97E1C51891F90A0,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i87/644e910103cf5aa200b8c57904b13b0b00c216cf010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ie7/7918d40103cf5aa200b8c57904b13b0b00c216cf010701c1da00da0080.jpg,15,0,Parking Vrijhof building,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:79E9C139465BB2169806FF70067253CD,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T13:36:05.690Z,,,poicategory:C94D48BE0A576734D84194A7FBD2CBCB,"Rector Harry van den
Kroonenberg opened up the university to the world outside in the 1980s. He
introduced the term â€˜enterprising universityâ€™. The University of Twente
strengthened its ties with the regional business community and developed
market-oriented education and research. This bronze bust was unveiled on the
50th anniversary of the universityâ€™s foundation. The artist is Van den
Kroonenbergâ€™s daughter, Mohana.",52.237866,6.860007,,,poiobject:028836C8BBF1647228941553BC62BC3F,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if6/6552b60103a460a2004c13e002fe3b0b0029cc5e020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i8b/e06a2c0103a460a2004c13e002fe3b0b0029cc5e020701c1da00da0080.jpg,15,0,Buste Harry van den Kroonenberg,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,Rector Harry van den Kroonenberg opened up the university to the world outside in the 1980s. He introduced the termâ€¦,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-03T12:50:42.661Z,,,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,"In 2006, an innovative cooling
circle was constructed on the square before the Horst building. This is a ten-metre-deep
cooling pond that is used for cooling the surrounding buildings in a
sustainable way. The cooling circle is also used as a water reservoir for
various sprinkler installations.",,,,,poiobject:A81075C37FA48B03BEC34536EA014A01,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i15/7d71b70103bc5aa20013a0ca02fe3b0b00b79a61020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i1d/11aaed0103bc5aa20013a0ca02fe3b0b00b79a61020701c1da00da0080.jpg,15,0,Cooling circle,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,,"In 2006, an innovative cooling circle was constructed on the square before the Horst building. This is a ten-metre-deep coolingâ€¦",21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-03T14:02:21.760Z,,,poicategory:5DA0909668B82DF2487EAA7FF30DAE60,,,,,,poiobject:72A85E51A474047F7DEA2D16BE295AD6,,,19,0,"Waaier, 2",false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:A1C8D0CE949EAB5695C04D31FAE44B3D,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-05T21:10:23.787Z,,,poicategory:8C20C7E8A2366A557E07479375389AD3,"A not-for-profit shop for
computer parts. More information: +0031(0)53-489 3927, Â info@iapc.utwente.nl",,,,,poiobject:895B4AF5E940B8736D4B78E9DA0084A0,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ib3/7fa5ee0103fb58a200532e8004fe3b0b0049c775020701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/ic0/89580f0103fb58a200532e8004fe3b0b0049c775020701c1da00da0080.jpg,15,0,IAPC - not for profit shop for computer parts,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:88DA3C57E75C13E77A26AEC2C3CCB21E,"A not-for-profit shop for computer parts. More information: +0031(0)53-489 3927, Â info@iapc.utwente.nl",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14T12:11:17.257Z,,,poicategory:9FC0472E74FEDFD8BD056E2172B14083,,52.243582,6.850217,,,poiobject:15B54275121BBA4EFD48BAC2FBA2E93D,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i47/bb3f6f0103b659a20008b89602bc3b0b003961a7010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/i72/4090d40103b659a20008b89602bc3b0b003961a7010701c1da00da0080.jpg,15,0,Parking sports centre building,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:C7D7F01306C0F00A1725A20432040531,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-06-14T12:14:13.256Z,,,poicategory:4093ABF808190FDB723996EF584A8B4E,,52.244158,6.849304,,,poiobject:BC55410AD774DC883A025867794D045B,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if6/9141650103205aa2008908ab02b13b0b003532c7010701c13c03000080.jpg,http://campusapp.webhare-test.utsp.utwente.nl/.uc/if9/e9e6930103205aa2008908ab02b13b0b003532c7010701c1da00da0080.jpg,15,0,Parking Linde building,false,false,false,Sunday,Sunday: Closed,Closed,Monday,Monday: Closed,Closed,Tuesday,Tuesday: Closed,Closed,Wednesday,Wednesday: Closed,Closed,Thursday,Thursday: Closed,Closed,Friday,Friday: Closed,Closed,Saturday,Saturday: Closed,Closed,This item has no opening hours,poiobject:F42D45BAA04F249EDA23DB3BC6E64025,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
